web_scraper_order,web_scraper_start_url,link,prix,adresse,image_lien,details
"1766772445-623","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-metisse-geant-et-californien-4829597","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg","Lapereaux métisse géant et californien 3 mois disposition a diamaguene dakar paire 15000f. unité 8000f intéressé contactez"
"1766772447-624","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-mondain-2024-4840128","150 000CFA","Thiaroye, Sénégal","https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg","Des jeunes mondains indigo/écaillé noir"
"1766772450-625","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paires-engoura-4841263","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4841263_uploaded_image1_1720874099.jpg","J vends un paire angoura 30mil
dispo a grand mbao"
"1766772452-626","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeon-mondain-blanc-4853197","70 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg","Couple Pigeon Mondain Blanc"
"1766772455-627","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texan-4860848","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860848_uploaded_image1_1721930260.jpg",""
"1766772457-628","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pan-indien-blanc-4860862","35 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860862_uploaded_image1_1721930737.jpg",""
"1766772459-629","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-noir-4862270","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4862270_uploaded_image1_1722006320.jpg","Couple mondain noir en production disponible et d’autres sont aussi disponible"
"1766772462-630","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-et-porteur-cailloute-4862961","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4862961_uploaded_image1_1722048205.jpg","2 mâles cochin Caillouté et porteur Caillouté 
Disponibles????"
"1766772464-631","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-4865409","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg","Des lapins nains très adorables"
"1766772467-632","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-gaditano-4884507","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884507_uploaded_image1_1723139531.jpg","Mâle adulte boulant gaditano"
"1766772469-633","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4917441","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917441_uploaded_image1_1724967120.jpg","Des couple de pigeon voyageurs disponibles pour plus d’info contactez-moi"
"1766772472-634","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-et-boulants-4920745","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg",""
"1766772474-635","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-lapins-4932369","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4932369_uploaded_image1_1725702422.jpg","couples lapins demi sang angora de 4 mois
couple à 15 mil"
"1766772477-636","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4936101","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg","Un mâle et 3 femelles brahman herminé standard disponible chez moi à keur ndiaye lo"
"1766772479-637","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4936241","25 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4936241_uploaded_image1_1725920934.jpg","Deux couple voyageur disponible à 25000f"
"1766772482-638","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-fermiers-4942161","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942161_uploaded_image1_1726204258.jpg",""
"1766772484-639","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4946878","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946878_uploaded_image1_1726499637.jpg","Un très bon couple"
"1766772487-640","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4946879","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946879_uploaded_image1_1726499763.jpg","Un très bon couple voyageur"
"1766772517-641","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4966470","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg","Métis californien de 2 mois"
"1766772527-642","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-4981240","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4981240_uploaded_image1_1728309289.jpg","Paire de lapins metisses angora avec un grand gabarit à vendre
age 5 mois
prix couple 15k
visible à pikine
livraison possible"
"1766772529-643","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4993341","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993341_uploaded_image1_1728920307.jpg","Un mal brahma adultes + 3 femelles , ou poussins d'un mois"
"1766772532-644","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-pan-indien-4996843","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4996843_uploaded_image1_1729085675.jpg","Pigeons paon indien disponible"
"1766772534-645","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/rex-garenne-4998472","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4998472_uploaded_image1_1729159431.jpg","Rex garenne 4 mois av ou echange"
"1766772537-646","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-male-adulte-5000540","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5000540_uploaded_image1_1729260478.jpg","lapin mâle très virile avec un bon gabarit à vendre.."
"1766772539-647","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mantau-ecailles-de-2-mois-5043101","15 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5043101_uploaded_image1_1731565347.jpg",""
"1766772541-648","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-5044135","45 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5044135_uploaded_image1_1731603018.jpg","Vente de poulet herminé 
adultes et poussins"
"1766772544-649","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-adulte-metisses-5064256","35 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5064256_uploaded_image1_1732714222.jpg","Couple adulte métisses géant et fauve"
"1766772546-650","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-boulon-saxe-5069958","45 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069958_uploaded_image1_1733056070.jpg","couple boulon de saxe"
"1766772549-651","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/mondain-noir-5078519","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078519_uploaded_image1_1733444790.jpg","Jeune couple mondain noir disponible"
"1766772551-652","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-5080703","25 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5080703_uploaded_image1_1733571477.jpg","vente de poussin brahman pur 100"
"1766772554-653","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5085521","200 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg","Salam aleykoum la famille. 
je mets à votre disposition de jolies couples de mondains standard les prix varient selon la demande"
"1766772556-654","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lahore-lavande-5088564","30 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5088564_uploaded_image1_1734010113.jpg","Couple lahore lavande adulte disponible me contacter pour plus de détails"
"1766772559-655","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-5104370","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104370_uploaded_image1_1734964382.jpg","Poussin"
"1766772563-656","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-5107651","36 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5107651_uploaded_image1_1735215733.jpg",""
"1766772565-657","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5119494","12 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119494_uploaded_image1_1736025705.jpg","Lapin mâle à dakar"
"1766772568-658","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5119498","12 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg","Lapin mâle"
"1766772570-659","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5121788","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg","Jeune couple mondain noir disponible"
"1766772572-660","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-5179009","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg","Des poussins brahman herminé standard disponible 10k l'unité"
"1766772603-661","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-californien-5189123","120 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189123_uploaded_image1_1739781768.jpg","Nous mettons en vente des lapins de race californien pure en vente. merci de nous contacter sur ce numéro et sur whatsapp pour plus de détails."
"1766772605-662","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-metis-californiens-5198096","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5198096_uploaded_image1_1740225080.jpg","Métis californien d'un mois"
"1766772608-663","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coque-hermine-5202384","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5202384_uploaded_image1_1740482590.jpg",""
"1766772610-664","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metis-californien-5225208","25 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5225208_uploaded_image1_1741633076.jpg","Mâle métis californien d'un an"
"1766772615-665","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-5246700","100 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5246700_uploaded_image1_1742737554.jpg","Jeune male king indigo tres forte gabarie"
"1766772622-666","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-columbia-5272290","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5272290_uploaded_image1_1744128456.jpg",""
"1766772624-667","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-5274172","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5274172_uploaded_image1_1744216429.jpg",""
"1766772626-668","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-5274177","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5274177_uploaded_image1_1744216637.jpg",""
"1766772629-669","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-5274182","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5274182_uploaded_image1_1744216748.jpg",""
"1766772631-670","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/barman-5276065","12 500CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5276065_uploaded_image1_1744311662.jpg",""
"1766772634-671","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-5276799","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5276799_uploaded_image1_1744362952.jpg",""
